
 LIST ALL SELECTED NODES.   DSYS=      0

   NODE        X           Y           Z         THXY    THYZ    THZX
     373   0.23868E-02 0.60506E-02  0.0000        0.00    0.00    0.00
     374   0.24159E-02 0.67626E-02  0.0000        0.00    0.00    0.00
     375   0.29725E-02 0.70989E-02  0.0000        0.00    0.00    0.00
     376   0.35876E-02 0.70772E-02  0.0000        0.00    0.00    0.00
     377   0.42746E-02 0.70848E-02  0.0000        0.00    0.00    0.00
     378   0.49727E-02 0.70947E-02  0.0000        0.00    0.00    0.00
     379   0.56588E-02 0.71042E-02  0.0000        0.00    0.00    0.00
     380   0.63333E-02 0.71134E-02  0.0000        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
     381   0.70000E-02 0.71133E-02  0.0000        0.00    0.00    0.00
     382   0.76667E-02 0.71134E-02  0.0000        0.00    0.00    0.00
     383   0.83333E-02 0.71134E-02  0.0000        0.00    0.00    0.00
     384   0.90063E-02 0.71091E-02  0.0000        0.00    0.00    0.00
     385   0.96742E-02 0.71091E-02  0.0000        0.00    0.00    0.00
     386   0.10340E-01 0.71099E-02  0.0000        0.00    0.00    0.00
     387   0.11000E-01 0.71133E-02  0.0000        0.00    0.00    0.00
     388   0.11667E-01 0.71134E-02  0.0000        0.00    0.00    0.00
     389   0.12333E-01 0.71134E-02  0.0000        0.00    0.00    0.00
     390   0.13000E-01 0.71133E-02  0.0000        0.00    0.00    0.00
     391   0.13667E-01 0.71134E-02  0.0000        0.00    0.00    0.00
     392   0.14338E-01 0.71083E-02  0.0000        0.00    0.00    0.00
     393   0.15024E-01 0.70965E-02  0.0000        0.00    0.00    0.00
     394   0.15727E-01 0.70842E-02  0.0000        0.00    0.00    0.00
     395   0.16425E-01 0.70766E-02  0.0000        0.00    0.00    0.00
     396   0.17042E-01 0.70922E-02  0.0000        0.00    0.00    0.00
     397   0.16912E-01 0.64532E-02  0.0000        0.00    0.00    0.00
     398   0.17050E-01 0.56991E-02  0.0000        0.00    0.00    0.00
     399   0.17058E-01 0.50131E-02  0.0000        0.00    0.00    0.00
     400   0.17069E-01 0.43301E-02  0.0000        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
     401   0.16921E-01 0.35828E-02  0.0000        0.00    0.00    0.00
     402   0.17054E-01 0.29387E-02  0.0000        0.00    0.00    0.00
     403   0.16433E-01 0.29476E-02  0.0000        0.00    0.00    0.00
     404   0.15739E-01 0.29366E-02  0.0000        0.00    0.00    0.00
     405   0.15039E-01 0.29178E-02  0.0000        0.00    0.00    0.00
     406   0.14344E-01 0.28951E-02  0.0000        0.00    0.00    0.00
     407   0.13667E-01 0.28866E-02  0.0000        0.00    0.00    0.00
     408   0.13000E-01 0.28867E-02  0.0000        0.00    0.00    0.00
     409   0.12333E-01 0.28866E-02  0.0000        0.00    0.00    0.00
     410   0.11667E-01 0.28866E-02  0.0000        0.00    0.00    0.00
     411   0.11000E-01 0.28867E-02  0.0000        0.00    0.00    0.00
     412   0.10333E-01 0.28866E-02  0.0000        0.00    0.00    0.00
     413   0.96667E-02 0.28866E-02  0.0000        0.00    0.00    0.00
     414   0.90000E-02 0.28867E-02  0.0000        0.00    0.00    0.00
     415   0.83333E-02 0.28866E-02  0.0000        0.00    0.00    0.00
     416   0.76667E-02 0.28866E-02  0.0000        0.00    0.00    0.00
     417   0.70000E-02 0.28867E-02  0.0000        0.00    0.00    0.00
     418   0.63333E-02 0.28866E-02  0.0000        0.00    0.00    0.00
     419   0.56598E-02 0.28905E-02  0.0000        0.00    0.00    0.00
     420   0.49735E-02 0.29023E-02  0.0000        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
     421   0.42717E-02 0.29154E-02  0.0000        0.00    0.00    0.00
     422   0.35749E-02 0.29237E-02  0.0000        0.00    0.00    0.00
     423   0.29576E-02 0.29078E-02  0.0000        0.00    0.00    0.00
     424   0.30880E-02 0.35468E-02  0.0000        0.00    0.00    0.00
     425   0.29438E-02 0.43018E-02  0.0000        0.00    0.00    0.00
     426   0.29361E-02 0.49976E-02  0.0000        0.00    0.00    0.00
     427   0.29406E-02 0.56948E-02  0.0000        0.00    0.00    0.00
     428   0.30977E-02 0.64483E-02  0.0000        0.00    0.00    0.00
     429   0.38743E-02 0.64943E-02  0.0000        0.00    0.00    0.00
     430   0.46033E-02 0.64882E-02  0.0000        0.00    0.00    0.00
     431   0.53201E-02 0.65151E-02  0.0000        0.00    0.00    0.00
     432   0.60002E-02 0.65247E-02  0.0000        0.00    0.00    0.00
     433   0.66714E-02 0.65261E-02  0.0000        0.00    0.00    0.00
     434   0.73427E-02 0.65187E-02  0.0000        0.00    0.00    0.00
     435   0.80195E-02 0.65143E-02  0.0000        0.00    0.00    0.00
     436   0.86967E-02 0.65143E-02  0.0000        0.00    0.00    0.00
     437   0.93682E-02 0.65155E-02  0.0000        0.00    0.00    0.00
     438   0.10029E-01 0.65214E-02  0.0000        0.00    0.00    0.00
     439   0.10685E-01 0.65236E-02  0.0000        0.00    0.00    0.00
     440   0.11348E-01 0.65169E-02  0.0000        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
     441   0.12019E-01 0.65148E-02  0.0000        0.00    0.00    0.00
     442   0.12679E-01 0.65271E-02  0.0000        0.00    0.00    0.00
     443   0.13339E-01 0.65313E-02  0.0000        0.00    0.00    0.00
     444   0.14003E-01 0.65293E-02  0.0000        0.00    0.00    0.00
     445   0.14685E-01 0.65104E-02  0.0000        0.00    0.00    0.00
     446   0.15392E-01 0.64864E-02  0.0000        0.00    0.00    0.00
     447   0.16125E-01 0.64953E-02  0.0000        0.00    0.00    0.00
     448   0.16482E-01 0.59709E-02  0.0000        0.00    0.00    0.00
     449   0.16460E-01 0.53594E-02  0.0000        0.00    0.00    0.00
     450   0.16470E-01 0.46678E-02  0.0000        0.00    0.00    0.00
     451   0.16507E-01 0.40743E-02  0.0000        0.00    0.00    0.00
     452   0.16139E-01 0.35474E-02  0.0000        0.00    0.00    0.00
     453   0.15414E-01 0.35324E-02  0.0000        0.00    0.00    0.00
     454   0.14701E-01 0.34969E-02  0.0000        0.00    0.00    0.00
     455   0.14009E-01 0.34737E-02  0.0000        0.00    0.00    0.00
     456   0.13331E-01 0.34761E-02  0.0000        0.00    0.00    0.00
     457   0.12661E-01 0.34723E-02  0.0000        0.00    0.00    0.00
     458   0.11990E-01 0.34672E-02  0.0000        0.00    0.00    0.00
     459   0.11327E-01 0.34643E-02  0.0000        0.00    0.00    0.00
     460   0.10663E-01 0.34703E-02  0.0000        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
     461   0.99884E-02 0.34790E-02  0.0000        0.00    0.00    0.00
     462   0.93147E-02 0.34782E-02  0.0000        0.00    0.00    0.00
     463   0.86536E-02 0.34710E-02  0.0000        0.00    0.00    0.00
     464   0.79872E-02 0.34660E-02  0.0000        0.00    0.00    0.00
     465   0.73254E-02 0.34636E-02  0.0000        0.00    0.00    0.00
     466   0.66621E-02 0.34694E-02  0.0000        0.00    0.00    0.00
     467   0.59879E-02 0.34723E-02  0.0000        0.00    0.00    0.00
     468   0.53061E-02 0.34827E-02  0.0000        0.00    0.00    0.00
     469   0.46037E-02 0.35115E-02  0.0000        0.00    0.00    0.00
     470   0.38750E-02 0.35047E-02  0.0000        0.00    0.00    0.00
     471   0.35183E-02 0.40291E-02  0.0000        0.00    0.00    0.00
     472   0.35264E-02 0.46451E-02  0.0000        0.00    0.00    0.00
     473   0.35275E-02 0.53513E-02  0.0000        0.00    0.00    0.00
     474   0.35215E-02 0.59681E-02  0.0000        0.00    0.00    0.00
     475   0.41810E-02 0.57968E-02  0.0000        0.00    0.00    0.00
     476   0.49829E-02 0.59314E-02  0.0000        0.00    0.00    0.00
     477   0.56825E-02 0.59030E-02  0.0000        0.00    0.00    0.00
     478   0.63470E-02 0.59477E-02  0.0000        0.00    0.00    0.00
     479   0.70106E-02 0.59313E-02  0.0000        0.00    0.00    0.00
     480   0.77030E-02 0.58981E-02  0.0000        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
     481   0.84020E-02 0.59052E-02  0.0000        0.00    0.00    0.00
     482   0.90829E-02 0.59085E-02  0.0000        0.00    0.00    0.00
     483   0.97395E-02 0.59196E-02  0.0000        0.00    0.00    0.00
     484   0.10374E-01 0.59461E-02  0.0000        0.00    0.00    0.00
     485   0.11023E-01 0.59271E-02  0.0000        0.00    0.00    0.00
     486   0.11706E-01 0.58959E-02  0.0000        0.00    0.00    0.00
     487   0.12387E-01 0.59156E-02  0.0000        0.00    0.00    0.00
     488   0.13017E-01 0.59547E-02  0.0000        0.00    0.00    0.00
     489   0.13674E-01 0.59431E-02  0.0000        0.00    0.00    0.00
     490   0.14335E-01 0.59386E-02  0.0000        0.00    0.00    0.00
     491   0.15019E-01 0.59031E-02  0.0000        0.00    0.00    0.00
     492   0.15799E-01 0.57885E-02  0.0000        0.00    0.00    0.00
     493   0.15876E-01 0.50053E-02  0.0000        0.00    0.00    0.00
     494   0.15840E-01 0.42228E-02  0.0000        0.00    0.00    0.00
     495   0.15049E-01 0.40899E-02  0.0000        0.00    0.00    0.00
     496   0.14349E-01 0.40724E-02  0.0000        0.00    0.00    0.00
     497   0.13669E-01 0.40571E-02  0.0000        0.00    0.00    0.00
     498   0.12983E-01 0.40800E-02  0.0000        0.00    0.00    0.00
     499   0.12293E-01 0.40639E-02  0.0000        0.00    0.00    0.00
     500   0.11641E-01 0.40326E-02  0.0000        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
     501   0.10995E-01 0.40484E-02  0.0000        0.00    0.00    0.00
     502   0.10317E-01 0.40817E-02  0.0000        0.00    0.00    0.00
     503   0.96265E-02 0.40764E-02  0.0000        0.00    0.00    0.00
     504   0.89458E-02 0.40724E-02  0.0000        0.00    0.00    0.00
     505   0.82783E-02 0.40603E-02  0.0000        0.00    0.00    0.00
     506   0.76395E-02 0.40314E-02  0.0000        0.00    0.00    0.00
     507   0.69928E-02 0.40471E-02  0.0000        0.00    0.00    0.00
     508   0.63124E-02 0.40719E-02  0.0000        0.00    0.00    0.00
     509   0.56380E-02 0.40438E-02  0.0000        0.00    0.00    0.00
     510   0.49738E-02 0.40761E-02  0.0000        0.00    0.00    0.00
     511   0.41932E-02 0.42094E-02  0.0000        0.00    0.00    0.00
     512   0.40814E-02 0.49992E-02  0.0000        0.00    0.00    0.00
     513   0.46711E-02 0.53290E-02  0.0000        0.00    0.00    0.00
     514   0.53474E-02 0.51955E-02  0.0000        0.00    0.00    0.00
     515   0.61111E-02 0.52926E-02  0.0000        0.00    0.00    0.00
     516   0.66937E-02 0.54325E-02  0.0000        0.00    0.00    0.00
     517   0.73399E-02 0.52188E-02  0.0000        0.00    0.00    0.00
     518   0.81117E-02 0.52940E-02  0.0000        0.00    0.00    0.00
     519   0.88073E-02 0.52965E-02  0.0000        0.00    0.00    0.00
     520   0.94838E-02 0.53002E-02  0.0000        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
     521   0.10133E-01 0.53071E-02  0.0000        0.00    0.00    0.00
     522   0.10708E-01 0.54331E-02  0.0000        0.00    0.00    0.00
     523   0.11343E-01 0.52181E-02  0.0000        0.00    0.00    0.00
     524   0.12116E-01 0.52830E-02  0.0000        0.00    0.00    0.00
     525   0.12796E-01 0.53050E-02  0.0000        0.00    0.00    0.00
     526   0.13369E-01 0.54438E-02  0.0000        0.00    0.00    0.00
     527   0.14010E-01 0.52647E-02  0.0000        0.00    0.00    0.00
     528   0.14667E-01 0.54292E-02  0.0000        0.00    0.00    0.00
     529   0.15242E-01 0.52569E-02  0.0000        0.00    0.00    0.00
     530   0.15335E-01 0.46673E-02  0.0000        0.00    0.00    0.00
     531   0.14668E-01 0.47616E-02  0.0000        0.00    0.00    0.00
     532   0.14008E-01 0.45765E-02  0.0000        0.00    0.00    0.00
     533   0.13346E-01 0.47704E-02  0.0000        0.00    0.00    0.00
     534   0.12588E-01 0.46814E-02  0.0000        0.00    0.00    0.00
     535   0.11897E-01 0.46497E-02  0.0000        0.00    0.00    0.00
     536   0.11313E-01 0.45271E-02  0.0000        0.00    0.00    0.00
     537   0.10682E-01 0.47504E-02  0.0000        0.00    0.00    0.00
     538   0.99213E-02 0.46917E-02  0.0000        0.00    0.00    0.00
     539   0.92224E-02 0.46851E-02  0.0000        0.00    0.00    0.00
     540   0.85494E-02 0.46737E-02  0.0000        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
     541   0.78940E-02 0.46474E-02  0.0000        0.00    0.00    0.00
     542   0.73128E-02 0.45153E-02  0.0000        0.00    0.00    0.00
     543   0.66832E-02 0.47399E-02  0.0000        0.00    0.00    0.00
     544   0.59102E-02 0.46589E-02  0.0000        0.00    0.00    0.00
     545   0.53154E-02 0.45159E-02  0.0000        0.00    0.00    0.00
     546   0.47628E-02 0.47220E-02  0.0000        0.00    0.00    0.00
     547   0.19551E-01 0.44880E-03  0.0000        0.00    0.00    0.00
     548   0.19551E-01 0.95512E-02  0.0000        0.00    0.00    0.00
     549   0.44879E-03 0.95512E-02  0.0000        0.00    0.00    0.00
     550   0.44879E-03 0.44880E-03  0.0000        0.00    0.00    0.00
